Country Code,Country Name,Indicator Name,Number of Records,Year,Number of Homicides per 10000
CHE,Switzerland,"Intentional homicides (per 100,000 people)",1,1961,
SYR,Syrian Arab Republic,"Intentional homicides (per 100,000 people)",1,1961,
TJK,Tajikistan,"Intentional homicides (per 100,000 people)",1,1961,
TZA,Tanzania,"Intentional homicides (per 100,000 people)",1,1961,
THA,Thailand,"Intentional homicides (per 100,000 people)",1,1961,
TLS,Timor-Leste,"Intentional homicides (per 100,000 people)",1,1961,
TGO,Togo,"Intentional homicides (per 100,000 people)",1,1961,
TON,Tonga,"Intentional homicides (per 100,000 people)",1,1961,
TTO,Trinidad and Tobago,"Intentional homicides (per 100,000 people)",1,1961,
TUN,Tunisia,"Intentional homicides (per 100,000 people)",1,1961,
TUR,Turkey,"Intentional homicides (per 100,000 people)",1,1961,
TKM,Turkmenistan,"Intentional homicides (per 100,000 people)",1,1961,
TCA,Turks and Caicos Islands,"Intentional homicides (per 100,000 people)",1,1961,
TUV,Tuvalu,"Intentional homicides (per 100,000 people)",1,1961,
UGA,Uganda,"Intentional homicides (per 100,000 people)",1,1961,
UKR,Ukraine,"Intentional homicides (per 100,000 people)",1,1961,
ARE,United Arab Emirates,"Intentional homicides (per 100,000 people)",1,1961,
GBR,United Kingdom,"Intentional homicides (per 100,000 people)",1,1961,
USA,United States,"Intentional homicides (per 100,000 people)",1,1961,
URY,Uruguay,"Intentional homicides (per 100,000 people)",1,1961,
UZB,Uzbekistan,"Intentional homicides (per 100,000 people)",1,1961,
VUT,Vanuatu,"Intentional homicides (per 100,000 people)",1,1961,
VEN,"Venezuela, RB","Intentional homicides (per 100,000 people)",1,1961,
VNM,Vietnam,"Intentional homicides (per 100,000 people)",1,1961,
VIR,Virgin Islands (U.S.),"Intentional homicides (per 100,000 people)",1,1961,
PSE,West Bank and Gaza,"Intentional homicides (per 100,000 people)",1,1961,
YEM,"Yemen, Rep.","Intentional homicides (per 100,000 people)",1,1961,
ZMB,Zambia,"Intentional homicides (per 100,000 people)",1,1961,
ZWE,Zimbabwe,"Intentional homicides (per 100,000 people)",1,1961,
AFG,Afghanistan,"Intentional homicides (per 100,000 people)",1,1962,
ALB,Albania,"Intentional homicides (per 100,000 people)",1,1962,
DZA,Algeria,"Intentional homicides (per 100,000 people)",1,1962,
ASM,American Samoa,"Intentional homicides (per 100,000 people)",1,1962,
AND,Andorra,"Intentional homicides (per 100,000 people)",1,1962,
AGO,Angola,"Intentional homicides (per 100,000 people)",1,1962,
ATG,Antigua and Barbuda,"Intentional homicides (per 100,000 people)",1,1962,
ARG,Argentina,"Intentional homicides (per 100,000 people)",1,1962,
ARM,Armenia,"Intentional homicides (per 100,000 people)",1,1962,
ABW,Aruba,"Intentional homicides (per 100,000 people)",1,1962,
AUS,Australia,"Intentional homicides (per 100,000 people)",1,1962,
AUT,Austria,"Intentional homicides (per 100,000 people)",1,1962,
AZE,Azerbaijan,"Intentional homicides (per 100,000 people)",1,1962,
BHS,"Bahamas, The","Intentional homicides (per 100,000 people)",1,1962,
BHR,Bahrain,"Intentional homicides (per 100,000 people)",1,1962,
BGD,Bangladesh,"Intentional homicides (per 100,000 people)",1,1962,
BRB,Barbados,"Intentional homicides (per 100,000 people)",1,1962,
BLR,Belarus,"Intentional homicides (per 100,000 people)",1,1962,
BEL,Belgium,"Intentional homicides (per 100,000 people)",1,1962,
BLZ,Belize,"Intentional homicides (per 100,000 people)",1,1962,
BEN,Benin,"Intentional homicides (per 100,000 people)",1,1962,
BMU,Bermuda,"Intentional homicides (per 100,000 people)",1,1962,
BTN,Bhutan,"Intentional homicides (per 100,000 people)",1,1962,
BOL,Bolivia,"Intentional homicides (per 100,000 people)",1,1962,
BIH,Bosnia and Herzegovina,"Intentional homicides (per 100,000 people)",1,1962,
BWA,Botswana,"Intentional homicides (per 100,000 people)",1,1962,
BRA,Brazil,"Intentional homicides (per 100,000 people)",1,1962,
VGB,British Virgin Islands,"Intentional homicides (per 100,000 people)",1,1962,
BRN,Brunei Darussalam,"Intentional homicides (per 100,000 people)",1,1962,
BGR,Bulgaria,"Intentional homicides (per 100,000 people)",1,1962,
BFA,Burkina Faso,"Intentional homicides (per 100,000 people)",1,1962,
BDI,Burundi,"Intentional homicides (per 100,000 people)",1,1962,
CPV,Cabo Verde,"Intentional homicides (per 100,000 people)",1,1962,
KHM,Cambodia,"Intentional homicides (per 100,000 people)",1,1962,
CMR,Cameroon,"Intentional homicides (per 100,000 people)",1,1962,
CAN,Canada,"Intentional homicides (per 100,000 people)",1,1962,
CYM,Cayman Islands,"Intentional homicides (per 100,000 people)",1,1962,
CAF,Central African Republic,"Intentional homicides (per 100,000 people)",1,1962,
TCD,Chad,"Intentional homicides (per 100,000 people)",1,1962,
CHI,Channel Islands,"Intentional homicides (per 100,000 people)",1,1962,
CHL,Chile,"Intentional homicides (per 100,000 people)",1,1962,
CHN,China,"Intentional homicides (per 100,000 people)",1,1962,
COL,Colombia,"Intentional homicides (per 100,000 people)",1,1962,
COM,Comoros,"Intentional homicides (per 100,000 people)",1,1962,
COD,"Congo, Dem. Rep.","Intentional homicides (per 100,000 people)",1,1962,
COG,"Congo, Rep.","Intentional homicides (per 100,000 people)",1,1962,
CRI,Costa Rica,"Intentional homicides (per 100,000 people)",1,1962,
CIV,Cote d'Ivoire,"Intentional homicides (per 100,000 people)",1,1962,
HRV,Croatia,"Intentional homicides (per 100,000 people)",1,1962,
CUB,Cuba,"Intentional homicides (per 100,000 people)",1,1962,
CUW,Curacao,"Intentional homicides (per 100,000 people)",1,1962,
CYP,Cyprus,"Intentional homicides (per 100,000 people)",1,1962,
CZE,Czech Republic,"Intentional homicides (per 100,000 people)",1,1962,
DNK,Denmark,"Intentional homicides (per 100,000 people)",1,1962,
DJI,Djibouti,"Intentional homicides (per 100,000 people)",1,1962,
DMA,Dominica,"Intentional homicides (per 100,000 people)",1,1962,
DOM,Dominican Republic,"Intentional homicides (per 100,000 people)",1,1962,
ECU,Ecuador,"Intentional homicides (per 100,000 people)",1,1962,
EGY,"Egypt, Arab Rep.","Intentional homicides (per 100,000 people)",1,1962,
SLV,El Salvador,"Intentional homicides (per 100,000 people)",1,1962,
GNQ,Equatorial Guinea,"Intentional homicides (per 100,000 people)",1,1962,
ERI,Eritrea,"Intentional homicides (per 100,000 people)",1,1962,
EST,Estonia,"Intentional homicides (per 100,000 people)",1,1962,
SWZ,Eswatini,"Intentional homicides (per 100,000 people)",1,1962,
ETH,Ethiopia,"Intentional homicides (per 100,000 people)",1,1962,
FRO,Faroe Islands,"Intentional homicides (per 100,000 people)",1,1962,
FJI,Fiji,"Intentional homicides (per 100,000 people)",1,1962,
FIN,Finland,"Intentional homicides (per 100,000 people)",1,1962,
FRA,France,"Intentional homicides (per 100,000 people)",1,1962,
PYF,French Polynesia,"Intentional homicides (per 100,000 people)",1,1962,
GAB,Gabon,"Intentional homicides (per 100,000 people)",1,1962,
GMB,"Gambia, The","Intentional homicides (per 100,000 people)",1,1962,
GEO,Georgia,"Intentional homicides (per 100,000 people)",1,1962,
DEU,Germany,"Intentional homicides (per 100,000 people)",1,1962,
GHA,Ghana,"Intentional homicides (per 100,000 people)",1,1962,
GIB,Gibraltar,"Intentional homicides (per 100,000 people)",1,1962,
GRC,Greece,"Intentional homicides (per 100,000 people)",1,1962,
GRL,Greenland,"Intentional homicides (per 100,000 people)",1,1962,
GRD,Grenada,"Intentional homicides (per 100,000 people)",1,1962,
GUM,Guam,"Intentional homicides (per 100,000 people)",1,1962,
GTM,Guatemala,"Intentional homicides (per 100,000 people)",1,1962,
GIN,Guinea,"Intentional homicides (per 100,000 people)",1,1962,
GNB,Guinea-Bissau,"Intentional homicides (per 100,000 people)",1,1962,
GUY,Guyana,"Intentional homicides (per 100,000 people)",1,1962,
HTI,Haiti,"Intentional homicides (per 100,000 people)",1,1962,
HND,Honduras,"Intentional homicides (per 100,000 people)",1,1962,
HKG,"Hong Kong SAR, China","Intentional homicides (per 100,000 people)",1,1962,
HUN,Hungary,"Intentional homicides (per 100,000 people)",1,1962,
ISL,Iceland,"Intentional homicides (per 100,000 people)",1,1962,
IND,India,"Intentional homicides (per 100,000 people)",1,1962,
IDN,Indonesia,"Intentional homicides (per 100,000 people)",1,1962,
IRN,"Iran, Islamic Rep.","Intentional homicides (per 100,000 people)",1,1962,
IRQ,Iraq,"Intentional homicides (per 100,000 people)",1,1962,
IRL,Ireland,"Intentional homicides (per 100,000 people)",1,1962,
IMN,Isle of Man,"Intentional homicides (per 100,000 people)",1,1962,
ISR,Israel,"Intentional homicides (per 100,000 people)",1,1962,
ITA,Italy,"Intentional homicides (per 100,000 people)",1,1962,
JAM,Jamaica,"Intentional homicides (per 100,000 people)",1,1962,
JPN,Japan,"Intentional homicides (per 100,000 people)",1,1962,
JOR,Jordan,"Intentional homicides (per 100,000 people)",1,1962,
KAZ,Kazakhstan,"Intentional homicides (per 100,000 people)",1,1962,
KEN,Kenya,"Intentional homicides (per 100,000 people)",1,1962,
KIR,Kiribati,"Intentional homicides (per 100,000 people)",1,1962,
PRK,"Korea, Dem. People’s Rep.","Intentional homicides (per 100,000 people)",1,1962,
KOR,"Korea, Rep.","Intentional homicides (per 100,000 people)",1,1962,
XKX,Kosovo,"Intentional homicides (per 100,000 people)",1,1962,
KWT,Kuwait,"Intentional homicides (per 100,000 people)",1,1962,
KGZ,Kyrgyz Republic,"Intentional homicides (per 100,000 people)",1,1962,
LAO,Lao PDR,"Intentional homicides (per 100,000 people)",1,1962,
LVA,Latvia,"Intentional homicides (per 100,000 people)",1,1962,
LBN,Lebanon,"Intentional homicides (per 100,000 people)",1,1962,
LSO,Lesotho,"Intentional homicides (per 100,000 people)",1,1962,
LBR,Liberia,"Intentional homicides (per 100,000 people)",1,1962,
LBY,Libya,"Intentional homicides (per 100,000 people)",1,1962,
LIE,Liechtenstein,"Intentional homicides (per 100,000 people)",1,1962,
LTU,Lithuania,"Intentional homicides (per 100,000 people)",1,1962,
LUX,Luxembourg,"Intentional homicides (per 100,000 people)",1,1962,
MAC,"Macao SAR, China","Intentional homicides (per 100,000 people)",1,1962,
MDG,Madagascar,"Intentional homicides (per 100,000 people)",1,1962,
MWI,Malawi,"Intentional homicides (per 100,000 people)",1,1962,
MYS,Malaysia,"Intentional homicides (per 100,000 people)",1,1962,
MDV,Maldives,"Intentional homicides (per 100,000 people)",1,1962,
MLI,Mali,"Intentional homicides (per 100,000 people)",1,1962,
MLT,Malta,"Intentional homicides (per 100,000 people)",1,1962,
MHL,Marshall Islands,"Intentional homicides (per 100,000 people)",1,1962,
MRT,Mauritania,"Intentional homicides (per 100,000 people)",1,1962,
MUS,Mauritius,"Intentional homicides (per 100,000 people)",1,1962,
MEX,Mexico,"Intentional homicides (per 100,000 people)",1,1962,
FSM,"Micronesia, Fed. Sts.","Intentional homicides (per 100,000 people)",1,1962,
MDA,Moldova,"Intentional homicides (per 100,000 people)",1,1962,
MCO,Monaco,"Intentional homicides (per 100,000 people)",1,1962,
MNG,Mongolia,"Intentional homicides (per 100,000 people)",1,1962,
MNE,Montenegro,"Intentional homicides (per 100,000 people)",1,1962,
MAR,Morocco,"Intentional homicides (per 100,000 people)",1,1962,
MOZ,Mozambique,"Intentional homicides (per 100,000 people)",1,1962,
MMR,Myanmar,"Intentional homicides (per 100,000 people)",1,1962,
NAM,Namibia,"Intentional homicides (per 100,000 people)",1,1962,
NRU,Nauru,"Intentional homicides (per 100,000 people)",1,1962,
NPL,Nepal,"Intentional homicides (per 100,000 people)",1,1962,
NLD,Netherlands,"Intentional homicides (per 100,000 people)",1,1962,
NCL,New Caledonia,"Intentional homicides (per 100,000 people)",1,1962,
NZL,New Zealand,"Intentional homicides (per 100,000 people)",1,1962,
NIC,Nicaragua,"Intentional homicides (per 100,000 people)",1,1962,
NER,Niger,"Intentional homicides (per 100,000 people)",1,1962,
NGA,Nigeria,"Intentional homicides (per 100,000 people)",1,1962,
MKD,North Macedonia,"Intentional homicides (per 100,000 people)",1,1962,
MNP,Northern Mariana Islands,"Intentional homicides (per 100,000 people)",1,1962,
NOR,Norway,"Intentional homicides (per 100,000 people)",1,1962,
OMN,Oman,"Intentional homicides (per 100,000 people)",1,1962,
PAK,Pakistan,"Intentional homicides (per 100,000 people)",1,1962,
PLW,Palau,"Intentional homicides (per 100,000 people)",1,1962,
PAN,Panama,"Intentional homicides (per 100,000 people)",1,1962,
PNG,Papua New Guinea,"Intentional homicides (per 100,000 people)",1,1962,
PRY,Paraguay,"Intentional homicides (per 100,000 people)",1,1962,
PER,Peru,"Intentional homicides (per 100,000 people)",1,1962,
PHL,Philippines,"Intentional homicides (per 100,000 people)",1,1962,
POL,Poland,"Intentional homicides (per 100,000 people)",1,1962,
PRT,Portugal,"Intentional homicides (per 100,000 people)",1,1962,
PRI,Puerto Rico,"Intentional homicides (per 100,000 people)",1,1962,
QAT,Qatar,"Intentional homicides (per 100,000 people)",1,1962,
ROU,Romania,"Intentional homicides (per 100,000 people)",1,1962,
RUS,Russian Federation,"Intentional homicides (per 100,000 people)",1,1962,
RWA,Rwanda,"Intentional homicides (per 100,000 people)",1,1962,
WSM,Samoa,"Intentional homicides (per 100,000 people)",1,1962,
SMR,San Marino,"Intentional homicides (per 100,000 people)",1,1962,
STP,Sao Tome and Principe,"Intentional homicides (per 100,000 people)",1,1962,
SAU,Saudi Arabia,"Intentional homicides (per 100,000 people)",1,1962,
SEN,Senegal,"Intentional homicides (per 100,000 people)",1,1962,
SRB,Serbia,"Intentional homicides (per 100,000 people)",1,1962,
SYC,Seychelles,"Intentional homicides (per 100,000 people)",1,1962,
SLE,Sierra Leone,"Intentional homicides (per 100,000 people)",1,1962,
SGP,Singapore,"Intentional homicides (per 100,000 people)",1,1962,
SXM,Sint Maarten (Dutch part),"Intentional homicides (per 100,000 people)",1,1962,
SVK,Slovak Republic,"Intentional homicides (per 100,000 people)",1,1962,
SVN,Slovenia,"Intentional homicides (per 100,000 people)",1,1962,
SLB,Solomon Islands,"Intentional homicides (per 100,000 people)",1,1962,
SOM,Somalia,"Intentional homicides (per 100,000 people)",1,1962,
ZAF,South Africa,"Intentional homicides (per 100,000 people)",1,1962,
SSD,South Sudan,"Intentional homicides (per 100,000 people)",1,1962,
ESP,Spain,"Intentional homicides (per 100,000 people)",1,1962,
LKA,Sri Lanka,"Intentional homicides (per 100,000 people)",1,1962,
KNA,St. Kitts and Nevis,"Intentional homicides (per 100,000 people)",1,1962,
LCA,St. Lucia,"Intentional homicides (per 100,000 people)",1,1962,
MAF,St. Martin (French part),"Intentional homicides (per 100,000 people)",1,1962,
VCT,St. Vincent and the Grenadines,"Intentional homicides (per 100,000 people)",1,1962,
SDN,Sudan,"Intentional homicides (per 100,000 people)",1,1962,
SUR,Suriname,"Intentional homicides (per 100,000 people)",1,1962,
SWE,Sweden,"Intentional homicides (per 100,000 people)",1,1962,
CHE,Switzerland,"Intentional homicides (per 100,000 people)",1,1962,
SYR,Syrian Arab Republic,"Intentional homicides (per 100,000 people)",1,1962,
TJK,Tajikistan,"Intentional homicides (per 100,000 people)",1,1962,
TZA,Tanzania,"Intentional homicides (per 100,000 people)",1,1962,
THA,Thailand,"Intentional homicides (per 100,000 people)",1,1962,
TLS,Timor-Leste,"Intentional homicides (per 100,000 people)",1,1962,
TGO,Togo,"Intentional homicides (per 100,000 people)",1,1962,
TON,Tonga,"Intentional homicides (per 100,000 people)",1,1962,
TTO,Trinidad and Tobago,"Intentional homicides (per 100,000 people)",1,1962,
TUN,Tunisia,"Intentional homicides (per 100,000 people)",1,1962,
TUR,Turkey,"Intentional homicides (per 100,000 people)",1,1962,
TKM,Turkmenistan,"Intentional homicides (per 100,000 people)",1,1962,
TCA,Turks and Caicos Islands,"Intentional homicides (per 100,000 people)",1,1962,
TUV,Tuvalu,"Intentional homicides (per 100,000 people)",1,1962,
UGA,Uganda,"Intentional homicides (per 100,000 people)",1,1962,
UKR,Ukraine,"Intentional homicides (per 100,000 people)",1,1962,
ARE,United Arab Emirates,"Intentional homicides (per 100,000 people)",1,1962,
GBR,United Kingdom,"Intentional homicides (per 100,000 people)",1,1962,
USA,United States,"Intentional homicides (per 100,000 people)",1,1962,
URY,Uruguay,"Intentional homicides (per 100,000 people)",1,1962,
UZB,Uzbekistan,"Intentional homicides (per 100,000 people)",1,1962,
VUT,Vanuatu,"Intentional homicides (per 100,000 people)",1,1962,
VEN,"Venezuela, RB","Intentional homicides (per 100,000 people)",1,1962,
VNM,Vietnam,"Intentional homicides (per 100,000 people)",1,1962,
VIR,Virgin Islands (U.S.),"Intentional homicides (per 100,000 people)",1,1962,
PSE,West Bank and Gaza,"Intentional homicides (per 100,000 people)",1,1962,
YEM,"Yemen, Rep.","Intentional homicides (per 100,000 people)",1,1962,
ZMB,Zambia,"Intentional homicides (per 100,000 people)",1,1962,
ZWE,Zimbabwe,"Intentional homicides (per 100,000 people)",1,1962,
AFG,Afghanistan,"Intentional homicides (per 100,000 people)",1,1963,
ALB,Albania,"Intentional homicides (per 100,000 people)",1,1963,
